2014-04-04,11:34:15.501000,2,574.21875,0,0,143.06640625,100,0
2014-04-04,11:34:19.565000,2,574.21875,0,0,143.06640625,100,0
2014-04-04,11:34:23.628000,2,574.21875,0,0,143.06640625,100,0
2014-04-04,11:34:27.692000,2,572.265625,0,0,142.08984375,100,0
2014-04-04,11:34:34.669000,2,572.265625,0,0,143.06640625,100,0
2014-04-04,11:34:38.732000,2,574.21875,0,0,143.06640625,100,0
2014-04-04,11:34:42.797000,2,574.21875,0,0,143.06640625,100,0
2014-04-04,11:34:46.860000,2,576.171875,0,0,143.06640625,100,0
2014-04-04,12:03:05.344000,2,574.21875,0,0,142.578125,0,0
2014-04-04,12:36:34.577000,2,574.21875,0,0,143.06640625,0,0
2014-04-04,12:36:38.642000,2,572.265625,0,0,143.06640625,0,0
2014-04-04,12:36:42.705000,2,574.21875,0,0,143.06640625,0,0
2014-04-04,12:36:46.769000,2,572.265625,0,0,143.06640625,0,0
2014-04-04,12:36:50.833000,2,574.21875,0,0,142.578125,0,0
2014-04-04,12:36:54.898000,2,574.21875,0,0,143.06640625,0,0
2014-04-04,12:36:58.961000,2,574.21875,0,0,143.06640625,0,0
2014-04-04,12:37:03.025000,2,574.21875,0,0,143.06640625,0,0
2014-04-04,12:37:07.089000,2,574.21875,0,0,143.06640625,0,0
2014-04-04,12:37:11.152000,2,574.21875,0,0,143.06640625,0,0
2014-04-04,12:37:15.217000,2,574.21875,0,0,143.06640625,0,0
2014-04-04,12:37:19.281000,2,574.21875,0,0,143.06640625,0,0
2014-04-04,12:37:23.345000,2,574.21875,0,0,142.578125,0,0
2014-04-04,12:39:07.232000,2,574.21875,1000.0,1,142.578125,0.0,0
2014-04-04,12:39:11.296000,2,574.21875,1000.0,1,143.06640625,0.0,0
2014-04-04,12:39:15.360000,2,574.21875,1000.0,1,143.06640625,0.0,0
2014-04-04,12:39:19.424000,2,576.171875,1000.0,1,142.08984375,0.0,0
2014-04-04,12:39:23.488000,2,574.21875,1000.0,1,143.06640625,0.0,0
2014-04-04,12:39:27.552000,2,572.265625,1000.0,1,143.06640625,0.0,0
2014-04-04,12:39:31.615000,2,574.21875,1000.0,1,143.06640625,0.0,0
2014-04-04,12:39:35.680000,2,570.3125,1000.0,1,143.06640625,0.0,0
2014-04-04,12:39:39.744000,2,574.21875,1000.0,1,142.578125,0.0,0
2014-04-04,12:39:43.808000,2,574.21875,1000.0,1,142.578125,0.0,0
2014-04-04,12:39:47.871000,2,574.21875,1000.0,1,142.578125,0.0,0
2014-04-04,12:39:51.936000,2,576.171875,1000.0,1,143.06640625,0.0,0
2014-04-04,12:39:56,2,574.21875,1000.0,1,143.06640625,0.0,0
2014-04-04,12:40:00.063000,2,574.21875,1000.0,1,143.06640625,0.0,0
2014-04-04,12:43:13.629000,2,574.21875,0.0,0,142.578125,0.0,0
2014-04-04,12:43:17.693000,2,572.265625,0.0,0,143.06640625,0.0,0
2014-04-04,12:43:21.758000,2,574.21875,0.0,0,143.06640625,0.0,0
